// Newline command format: {0000} (newline type)
// 0d = append
// 0e = new page
// anything else is unknown

//<0000> _sys_macro_day
<0000> _sys_macro_day
<8747> エロエロ団ナンバー１

//<8748> ただのエロ少年
<8748> ただのエロ少年

//<8749> ユリブサイク
<8749> ユリブサイク

//<8750> ドピュッシー
<8750> ドピュッシー

//<8751> アメリカンエロドッグ
<8751> アメリカンエロドッグ

//<8752> ゼウス
<8752> ゼウス

//<8753> HinatamarkⅡ
<8753> HinatamarkⅡ

//<8754> 糞虫
<8754> 糞虫

//<8755> 量産型Hinata
<8755> 量産型Hinata

//<8756> ？？
<8756> ？？

//<8757> 「まあな…」
<8757> 「Neither do I…」

//<8758> nothing
<8758> nothing

//<8759> nothing
<8759> nothing

//<8760> nothing
<8760> nothing

//<8761> nothing
<8761> nothing

//<8762> nothing
<8762> nothing

//<8763> Fujimaki
<8763> Fujimaki

//<8764> 「次はてめぇの番だぜ」
<8764> 「You'll be the next to go.」

//<8765> nothing
<8765> nothing

//<8766> nothing
<8766> nothing

//<8767> nothing
<8767> nothing

//<8768> nothing
<8768> nothing

//<8769> nothing
<8769> nothing

//<8770> nothing
<8770> nothing

//<8771> そう吐き捨てるように言って,Yuriの後を追って歩き出した.
<8771> After spitting out those words, he followed Yuri deeper into the underground.

//<8772> 部屋の中央を歩いていると…
<8772> We were walking across the room, when…

//<8773> se_irondoor_close
<8773> se_irondoor_close

//<8774> がしゃん!とドアが閉まる音.
<8774> A door closed behind us with a click.

//<8775> Yuri
<8775> Yuri

//<8776> 女生徒
<8776> 女生徒

//<8777> ？？
<8777> ？？

//<8778> 「きたっ,トラップ!」
<8778> 「It's the trap!」

//<8779> se_cover_open
<8779> se_cover_open

//<8780> 壁にぱかぱかといくつもの穴が開く.
<8780> Suddenly, multiple holes appear on the walls.

//<8781> se_waterfall
<8781> se_waterfall

//<8782> そこから水が勢いよく噴出する.
<8782> Water started gushing out from the holes.

//<8783> Otonashi
<8783> Otonashi

//<8784> クソ坊主
<8784> クソ坊主

//<8785> 代理人
<8785> 代理人

//<8786> 微妙すぎるイケメン
<8786> 微妙すぎるイケメン

//<8787> ロリコン
<8787> ロリコン

//<8788> メガネ仲間
<8788> メガネ仲間

//<8789> 暗算日本記録保持者
<8789> 暗算日本記録保持者

//<8790> 通り魔
<8790> 通り魔

//<8791> 記憶ナシ男
<8791> 記憶ナシ男

//<8792> 音速
<8792> 音速

//<8793> 無限
<8793> 無限

//<8794> エロ侍
<8794> エロ侍

//<8795> エロエロ団ナンバー１
<8795> エロエロ団ナンバー１

//<8796> ただのエロ少年
<8796> ただのエロ少年

//<8797> ユリブサイク
<8797> ユリブサイク

//<8798> ドピュッシー
<8798> ドピュッシー

//<8799> アメリカンエロドッグ
<8799> アメリカンエロドッグ

//<8800> ゼウス
<8800> ゼウス

//<8801> HinatamarkⅡ
<8801> HinatamarkⅡ

//<8802> 糞虫
<8802> 糞虫

//<8803> 量産型Hinata
<8803> 量産型Hinata

//<8804> ？？
<8804> ？？

//<8805> 「水攻めかよっ」
<8805> 「They're planning to drown us.」

//<8806> nothing
<8806> nothing

//<8807> nothing
<8807> nothing

//<8808> nothing
<8808> nothing

//<8809> nothing
<8809> nothing

//<8810> nothing
<8810> nothing

//<8811> Fujimaki
<8811> Fujimaki

//<8812> 「お,おい…マジかよ…」
<8812> 「Oh god… Are you serious…」

//<8813> Fujimakiの顔が青ざめている.
<8813> Fujimaki's face was turning pale.

//<8814> nothing
<8814> nothing

//<8815> nothing
<8815> nothing

//<8816> nothing
<8816> nothing

//<8817> nothing
<8817> nothing

//<8818> nothing
<8818> nothing

//<8819> Fujimaki
<8819> Fujimaki

//<8820> 「お,俺さ……かなづちなんだよ…」
<8820> 「You know… I… I can't swim…」

//<8821> みんなに助けを求めるように手を伸ばすが.
<8821> His eyes were asking for help, but…

//<8822> Yuri
<8822> Yuri

//<8823> 女生徒
<8823> 女生徒

//<8824> ？？
<8824> ？？

//<8825> 「………」
<8825> 「………」

//<8826> Shiina
<8826> Shiina

//<8827> 「………」
<8827> 「………」

//<8828> ふたりとも白い目になり,後ずさっていく.
<8828> The both of them looked away.

//<8829> nothing
<8829> nothing

//<8830> nothing
<8830> nothing

//<8831> nothing
<8831> nothing

//<8832> nothing
<8832> nothing

//<8833> nothing
<8833> nothing

//<8834> Fujimaki
<8834> Fujimaki

//<8835> 「そ,そんな…た,助けろよ…な…」
<8835> 「No, no way… Help me… Please…」

//<8836> nothing
<8836> nothing

//<8837> nothing
<8837> nothing

//<8838> nothing
<8838> nothing

//<8839> nothing
<8839> nothing

//<8840> Yuri
<8840> Yuri

//<8841> 女生徒
<8841> 女生徒

//<8842> ？？
<8842> ？？

//<8843> 「Fujimakiくん.犠牲はふたりも要らないのよ」
<8843> 「Fujimaki-kun, one sacrifice is more than enough.」

//<8844> お前,さっきHinataを落としてなかったか!?
<8844> Didn't you make Hinata fall a few minutes ago!?

//<8845> nothing
<8845> nothing

//<8846> nothing
<8846> nothing

//<8847> nothing
<8847> nothing

//<8848> nothing
<8848> nothing

//<8849> nothing
<8849> nothing

//<8850> Fujimaki
<8850> Fujimaki

//<8851> 「お…Otonashiよぉ…お前は見捨てないよなぁ?」
<8851> 「O… Otonashi… You're not going to leave me behind, right?」

//<8852> 溺死なんて一番苦しい死に方だ.絶対に避けたいところだが…
<8852> Drowning is the most painful way to die. I wanted to avoid it, but…

//<8853> 助ける
<8853> Help him

//<8854> 見捨てる
<8854> Leave him behind

//<8855> selbtn : 
<8855> selbtn : 

//<8856> 人として,目の前で助けられる命を見捨てるわけにはいかない.
<8856> As a human, I can't abandon somebody that I can potentially save.

//<8857> bs3_
<8857> bs3_

//<8858> nothing
<8858> nothing

//<8859> nothing
<8859> nothing

//<8860> nothing
<8860> nothing

//<8861> nothing
<8861> nothing

//<8862> nothing
<8862> nothing

//<8863> 俺はFujimakiの首に腕を回した.
<8863> I coiled my arm around Fujimaki's neck.

//<8864> nothing
<8864> nothing

//<8865> nothing
<8865> nothing

//<8866> nothing
<8866> nothing

//<8867> nothing
<8867> nothing

//<8868> nothing
<8868> nothing

//<8869> Fujimaki
<8869> Fujimaki

//<8870> 「Otonashi…お前…助けてくれるのか…!」
<8870> 「Otonashi… Are you… Are you going to help me…!?」

//<8871> Otonashi
<8871> Otonashi

//<8872> クソ坊主
<8872> クソ坊主

//<8873> 代理人
<8873> 代理人

//<8874> 微妙すぎるイケメン
<8874> 微妙すぎるイケメン

//<8875> ロリコン
<8875> ロリコン

//<8876> メガネ仲間
<8876> メガネ仲間

//<8877> 暗算日本記録保持者
<8877> 暗算日本記録保持者

//<8878> 通り魔
<8878> 通り魔

//<8879> 記憶ナシ男
<8879> 記憶ナシ男

//<8880> 音速
<8880> 音速

//<8881> 無限
<8881> 無限

//<8882> エロ侍
<8882> エロ侍

//<8883> エロエロ団ナンバー１
<8883> エロエロ団ナンバー１

//<8884> ただのエロ少年
<8884> ただのエロ少年

//<8885> ユリブサイク
<8885> ユリブサイク

//<8886> ドピュッシー
<8886> ドピュッシー

//<8887> アメリカンエロドッグ
<8887> アメリカンエロドッグ

//<8888> ゼウス
<8888> ゼウス

//<8889> HinatamarkⅡ
<8889> HinatamarkⅡ

//<8890> 糞虫
<8890> 糞虫

//<8891> 量産型Hinata
<8891> 量産型Hinata

//<8892> ？？
<8892> ？？

//<8893> 「できるだけのことはするさ」
<8893> 「I'll do what I can.」

//<8894> nothing
<8894> nothing

//<8895> nothing
<8895> nothing

//<8896> nothing
<8896> nothing

//<8897> nothing
<8897> nothing

//<8898> nothing
<8898> nothing

//<8899> Fujimaki
<8899> Fujimaki

//<8900> 「すまねぇ!　ずっと,お前のこと,Yurippeに贔屓され続けてきた無能な優男だと勘違いしてた…」
<8900> 「I'm sorry! I always thought that you were a useless bean sprout who was earning Yurippe's favor…」

//<8901> nothing
<8901> nothing

//<8902> nothing
<8902> nothing

//<8903> nothing
<8903> nothing

//<8904> nothing
<8904> nothing

//<8905> nothing
<8905> nothing

//<8906> Fujimaki
<8906> Fujimaki

//<8907> 「俺は今,すごく感動しているぜ…!」
<8907> 「I'm thanking you from the bottom of my heart right now…!」

//<8908> そう言われても,水位がどんどん高くなり,かなづちを抱えての立ち泳ぎは,ひどく疲れる…
<8908> Even while he was saying that, the water levels were getting higher, and trying to stay afloat while holding a person who can't swim is making me tired…

//<8909> The water was almost touching the ceiling now.
<8909> The water was almost touching the ceiling now.

//<8910> Yuriもひとりで立ち泳ぎを続けていた.
<8910> Yuri was also treading water by herself.

//<8911> Otonashi
<8911> Otonashi

//<8912> クソ坊主
<8912> クソ坊主

//<8913> 代理人
<8913> 代理人

//<8914> 微妙すぎるイケメン
<8914> 微妙すぎるイケメン

//<8915> ロリコン
<8915> ロリコン

//<8916> メガネ仲間
<8916> メガネ仲間

//<8917> 暗算日本記録保持者
<8917> 暗算日本記録保持者

//<8918> 通り魔
<8918> 通り魔

//<8919> 記憶ナシ男
<8919> 記憶ナシ男

//<8920> 音速
<8920> 音速

//<8921> 無限
<8921> 無限

//<8922> エロ侍
<8922> エロ侍

//<8923> エロエロ団ナンバー１
<8923> エロエロ団ナンバー１

//<8924> ただのエロ少年
<8924> ただのエロ少年

//<8925> ユリブサイク
<8925> ユリブサイク

//<8926> ドピュッシー
<8926> ドピュッシー

//<8927> アメリカンエロドッグ
<8927> アメリカンエロドッグ

//<8928> ゼウス
<8928> ゼウス

//<8929> HinatamarkⅡ
<8929> HinatamarkⅡ

//<8930> 糞虫
<8930> 糞虫

//<8931> 量産型Hinata
<8931> 量産型Hinata

//<8932> ？？
<8932> ？？

//<8933> (Shiinaは…?)
<8933> (Where's Shiina…?)

//<8934> se_waterup
<8934> se_waterup

//<8935> nothing
<8935> nothing

//<8936> nothing
<8936> nothing

//<8937> nothing
<8937> nothing

//<8938> nothing
<8938> nothing

//<8939> nothing
<8939> nothing

//<8940> Shiina
<8940> Shiina

//<8941> 「ぷはっ」
<8941> 「Puha!」

//<8942> nothing
<8942> nothing

//<8943> nothing
<8943> nothing

//<8944> nothing
<8944> nothing

//<8945> nothing
<8945> nothing

//<8946> nothing
<8946> nothing

//<8947> そのShiinaがちょうど水面に顔を出した.
<8947> Shiina poked her head out from the water.

//<8948> nothing
<8948> nothing

//<8949> nothing
<8949> nothing

//<8950> nothing
<8950> nothing

//<8951> nothing
<8951> nothing

//<8952> nothing
<8952> nothing

//<8953> Shiina
<8953> Shiina

//<8954> 「I found the exit. Follow me!」
<8954> 「I found the exit. Follow me!」

//<8955> nothing
<8955> nothing

//<8956> nothing
<8956> nothing

//<8957> nothing
<8957> nothing

//<8958> nothing
<8958> nothing

//<8959> nothing
<8959> nothing

//<8960> nothing
<8960> nothing

//<8961> Otonashi
<8961> Otonashi

//<8962> クソ坊主
<8962> クソ坊主

//<8963> 代理人
<8963> 代理人

//<8964> 微妙すぎるイケメン
<8964> 微妙すぎるイケメン

//<8965> ロリコン
<8965> ロリコン

//<8966> メガネ仲間
<8966> メガネ仲間

//<8967> 暗算日本記録保持者
<8967> 暗算日本記録保持者

//<8968> 通り魔
<8968> 通り魔

//<8969> 記憶ナシ男
<8969> 記憶ナシ男

//<8970> 音速
<8970> 音速

//<8971> 無限
<8971> 無限

//<8972> エロ侍
<8972> エロ侍

//<8973> エロエロ団ナンバー１
<8973> エロエロ団ナンバー１

//<8974> ただのエロ少年
<8974> ただのエロ少年

//<8975> ユリブサイク
<8975> ユリブサイク

//<8976> ドピュッシー
<8976> ドピュッシー

//<8977> アメリカンエロドッグ
<8977> アメリカンエロドッグ

//<8978> ゼウス
<8978> ゼウス

//<8979> HinatamarkⅡ
<8979> HinatamarkⅡ

//<8980> 糞虫
<8980> 糞虫

//<8981> 量産型Hinata
<8981> 量産型Hinata

//<8982> ？？
<8982> ？？

//<8983> 「いけるか,Fujimaki」
<8983> 「Do you think you'll hold? Fujimaki?」

//<8984> nothing
<8984> nothing

//<8985> nothing
<8985> nothing

//<8986> nothing
<8986> nothing

//<8987> nothing
<8987> nothing

//<8988> nothing
<8988> nothing

//<8989> Fujimaki
<8989> Fujimaki

//<8990> 「潜って泳ぐなんて,無理だっ!」
<8990> 「Diving while swimming is impossible!」

//<8991> Otonashi
<8991> Otonashi

//<8992> クソ坊主
<8992> クソ坊主

//<8993> 代理人
<8993> 代理人

//<8994> 微妙すぎるイケメン
<8994> 微妙すぎるイケメン

//<8995> ロリコン
<8995> ロリコン

//<8996> メガネ仲間
<8996> メガネ仲間

//<8997> 暗算日本記録保持者
<8997> 暗算日本記録保持者

//<8998> 通り魔
<8998> 通り魔

//<8999> 記憶ナシ男
<8999> 記憶ナシ男

//<9000> 音速
<9000> 音速

//<9001> 無限
<9001> 無限

//<9002> エロ侍
<9002> エロ侍

//<9003> エロエロ団ナンバー１
<9003> エロエロ団ナンバー１

//<9004> ただのエロ少年
<9004> ただのエロ少年

//<9005> ユリブサイク
<9005> ユリブサイク

//<9006> ドピュッシー
<9006> ドピュッシー

//<9007> アメリカンエロドッグ
<9007> アメリカンエロドッグ

//<9008> ゼウス
<9008> ゼウス

//<9009> HinatamarkⅡ
<9009> HinatamarkⅡ

//<9010> 糞虫
<9010> 糞虫

//<9011> 量産型Hinata
<9011> 量産型Hinata

//<9012> ？？
<9012> ？？

//<9013> 「なら息だけを止め続けてくれ.俺がなんとかする」
<9013> 「Then just hold your breath. I'll do something.」

//<9014> nothing
<9014> nothing

//<9015> nothing
<9015> nothing

//<9016> nothing
<9016> nothing

//<9017> nothing
<9017> nothing

//<9018> nothing
<9018> nothing

//<9019> Fujimaki
<9019> Fujimaki

//<9020> 「くそっ…わかった!」
<9020> 「Shit… Got it!」

//<9021> nothing
<9021> nothing

//<9022> nothing
<9022> nothing

//<9023> nothing
<9023> nothing

//<9024> nothing
<9024> nothing

//<9025> nothing
<9025> nothing

//<9026> Fujimaki
<9026> Fujimaki

//<9027> 「はぁーーーっ…んっ!」
<9027> 「Haaaaa… Hmm!」

//<9028> se_waterdown
<9028> se_waterdown

//<9029> se_submarine
<9029> se_submarine

//<9030> 息を止めたFujimakiを連れて,潜水.
<9030> Holding on to Fujimaki, who was holding his breath, I dived.

//<9031> Fujimakiがすぐ,ぼこぉ!と大きな息を吐いてしまう.
<9031> Fujimaki immediately took a deep breath.

//<9032> 直後,完全に動かなくなった.
<9032> And soon, he wasn't moving anymore.

//<9033> Otonashi
<9033> Otonashi

//<9034> クソ坊主
<9034> クソ坊主

//<9035> 代理人
<9035> 代理人

//<9036> 微妙すぎるイケメン
<9036> 微妙すぎるイケメン

//<9037> ロリコン
<9037> ロリコン

//<9038> メガネ仲間
<9038> メガネ仲間

//<9039> 暗算日本記録保持者
<9039> 暗算日本記録保持者

//<9040> 通り魔
<9040> 通り魔

//<9041> 記憶ナシ男
<9041> 記憶ナシ男

//<9042> 音速
<9042> 音速

//<9043> 無限
<9043> 無限

//<9044> エロ侍
<9044> エロ侍

//<9045> エロエロ団ナンバー１
<9045> エロエロ団ナンバー１

//<9046> ただのエロ少年
<9046> ただのエロ少年

//<9047> ユリブサイク
<9047> ユリブサイク

//<9048> ドピュッシー
<9048> ドピュッシー

//<9049> アメリカンエロドッグ
<9049> アメリカンエロドッグ

//<9050> ゼウス
<9050> ゼウス

//<9051> HinatamarkⅡ
<9051> HinatamarkⅡ

//<9052> 糞虫
<9052> 糞虫

//<9053> 量産型Hinata
<9053> 量産型Hinata

//<9054> ？？
<9054> ？？

//<9055> (限界,早すぎだろ!)
<9055> (You reached your limit too quickly!)

//<9056> どんだけ水に弱いんだ!
<9056> Just how much are you scared of water!?

//<9057> 進む
<9057> Keep going

//<9058> 戻る
<9058> Return

//<9059> selbtn : 
<9059> selbtn : 

//<9060> 進むしかない.
<9060> I have to keep on going.

//<9061> が…Fujimakiは完全に白目を剥いていた.
<9061> But… I could only see Fujimaki's whites now.

//<9062> none
<9062> none

//<9063> Shiina
<9063> Shiina

//<9064> 「そいつはもうだめだ」
<9064> 「He's a goner.」

//<9065> 特殊な話術でも使っているのか,水中でもShiinaのVoiceははっきりと聞こえた.
<9065> Shiina must've been using a special skill, as I could hear her voice clearly underwater.

//<9066> none
<9066> none

//<9067> Shiina
<9067> Shiina

//<9068> 「ここまで見捨てなかっただけでも十分だ」
<9068> 「The fact that you didn't abandon him is good enough.」

//<9069> 置いていくしかないようだ…
<9069> I don't think I have a choice…

//<9070> Shiinaに続き,壁に開いた横穴をくぐった.
<9070> I left Fujimaki behind and went through one of the holes on the wall.

//<9071> 無理だ!　もうShiinaの姿さえ見えない…
<9071> I can't see Shiina anymore! I can't endure it anymore…

//<9072> 今から浮き上がっても,天井まで水位は達してるはず…
<9072> Even if I go back up, the waters is probably touching the ceiling by now…

//<9073> Fujimakiは…すでに完全に白目を剥いていた.
<9073> Fujimaki is… already passed out.

//<9074> どうすることもできない…
<9074> I couldn't do anything…

//<9075> 間も無く,俺もぼこぉ!と大きく息を吐いてしまう.
<9075> Soon, I also took a deep breath.

//<9076> そこから意識が遠のいていくのは早かった.
<9076> And then, I started to lose my consciousness.

//<9077> nothing
<9077> nothing

//<9078> nothing
<9078> nothing

//<9079> nothing
<9079> nothing

//<9080> nothing
<9080> nothing

//<9081> nothing
<9081> nothing

//<9082> nothing
<9082> nothing

//<9083> これまでだって,犠牲者が出ても,見捨ててきた.
<9083> All the sacrifices until now were abandoned.

//<9084> Yuriの言葉が思い出される.
<9084> I remembered Yuri's words.

//<9085> 白
<9085> 白

//<9086> nothing
<9086> nothing

//<9087> nothing
<9087> nothing

//<9088> nothing
<9088> nothing

//<9089> nothing
<9089> nothing

//<9090> nothing
<9090> nothing

//<9091> Yuri
<9091> Yuri

//<9092> 女生徒
<9092> 女生徒

//<9093> ？？
<9093> ？？

//<9094> 「順応性を高めなさいよ」
<9094> 「Be more flexible.」

//<9095> se_waterfall
<9095> se_waterfall
{eed1c} 0a // 9095

//<9096> nothing
<9096> nothing

//<9097> 
<9097> 

//<9098> 
<9098> 

//<9099> nothing
<9099> nothing

//<9100> 俺も皆と同じように,身を引いた.
<9100> I turned back just like what Shiina and Yuri did.

//<9101> nothing
<9101> nothing

//<9102> nothing
<9102> nothing

//<9103> nothing
<9103> nothing

//<9104> nothing
<9104> nothing

//<9105> nothing
<9105> nothing

//<9106> Fujimaki
<9106> Fujimaki

//<9107> 「そ,そんな…」
<9107> 「No, no way…」

//<9108> nothing
<9108> nothing

//<9109> nothing
<9109> nothing

//<9110> nothing
<9110> nothing

//<9111> nothing
<9111> nothing

//<9112> nothing
<9112> nothing

//<9113> nothing
<9113> nothing

//<9114> きっと,俺たちが最下層でトラップの解除をすれば,この水も引くはず.そう割り切るしかなかった.
<9114> I was sure that if we get to the lowest floor and disable the traps, the water would drain. I had no choice but to believe that.

//<9115> The water was almost touching the ceiling now.
<9115> The water was almost touching the ceiling now.

//<9116> 俺とYuriは立ち泳ぎをしていたが,Fujimakiは物言わぬ者となり,ぽっかりと背中だけが浮いている.
<9116> Yuri and I were treading water, but after thrashing around for a while, Fujimaki's back surfaced.

//<9117> se_waterup
<9117> se_waterup

//<9118> nothing
<9118> nothing

//<9119> nothing
<9119> nothing

//<9120> nothing
<9120> nothing

//<9121> nothing
<9121> nothing

//<9122> nothing
<9122> nothing

//<9123> Shiina
<9123> Shiina

//<9124> 「ぷはっ」
<9124> 「Puha!」

//<9125> nothing
<9125> nothing

//<9126> nothing
<9126> nothing

//<9127> nothing
<9127> nothing

//<9128> nothing
<9128> nothing

//<9129> nothing
<9129> nothing

//<9130> Shiinaが水面に顔を出した.
<9130> Shiina poked her face out of the water.

//<9131> nothing
<9131> nothing

//<9132> nothing
<9132> nothing

//<9133> nothing
<9133> nothing

//<9134> nothing
<9134> nothing

//<9135> nothing
<9135> nothing

//<9136> Shiina
<9136> Shiina

//<9137> 「I found the exit. Follow me!」
<9137> 「I found the exit. Follow me!」

//<9138> さすが戦線最強と謳われるだけのことはある.なんて頼もしさだ.
<9138> I expected no less from the strongest member of the battlefront. She really is trustworthy.

//<9139> se_waterdown
<9139> se_waterdown

//<9140> Shiinaに続いて,Yuriと俺も潜る.
<9140> Following Shiina's lead, Yuri and I dived.

//<9141> se_submarine
<9141> se_submarine

//<9142> そして壁に開いた横穴をくぐった.
<9142> And then, we went through one of the holes on the wall.

//<9143> どれだけ続くんだ,この穴は…
<9143> I wonder where this hole leads to…?

//<9144> 限界だ,と思ったところで,Shiinaが浮上した.それに続く.
<9144> When I thought I reached my limit, Shiina surfaced, and I followed her lead.

//<9145> se_waterup
<9145> se_waterup

//<9146> se_stream_loop
<9146> se_stream_loop

//<9147> Otonashi
<9147> Otonashi

//<9148> クソ坊主
<9148> クソ坊主

//<9149> 代理人
<9149> 代理人

//<9150> 微妙すぎるイケメン
<9150> 微妙すぎるイケメン

//<9151> ロリコン
<9151> ロリコン

//<9152> メガネ仲間
<9152> メガネ仲間

//<9153> 暗算日本記録保持者
<9153> 暗算日本記録保持者

//<9154> 通り魔
<9154> 通り魔

//<9155> 記憶ナシ男
<9155> 記憶ナシ男

//<9156> 音速
<9156> 音速

//<9157> 無限
<9157> 無限

//<9158> エロ侍
<9158> エロ侍

//<9159> エロエロ団ナンバー１
<9159> エロエロ団ナンバー１

//<9160> ただのエロ少年
<9160> ただのエロ少年

//<9161> ユリブサイク
<9161> ユリブサイク

//<9162> ドピュッシー
<9162> ドピュッシー

//<9163> アメリカンエロドッグ
<9163> アメリカンエロドッグ

//<9164> ゼウス
<9164> ゼウス

//<9165> HinatamarkⅡ
<9165> HinatamarkⅡ

//<9166> 糞虫
<9166> 糞虫

//<9167> 量産型Hinata
<9167> 量産型Hinata

//<9168> ？？
<9168> ？？

//<9169> 「ぷはぁっ…ぜぇ…はぁ…」
<9169> 「Puhaa… Haa… Haa…」

//<9170> もう少しで俺も溺れるところだった.
<9170> Just a little bit more, I would've drowned as well.

//<9171> 見回すと巨大な鍾乳洞のような場所だった.
<9171> When I looked around, we ended up in a limestone cave.

//<9172> とりあえず,水から上がる.
<9172> Let's get out of the water first.

//<9173> se_waterup
<9173> se_waterup

//<9174> nothing
<9174> nothing

//<9175> nothing
<9175> nothing

//<9176> nothing
<9176> nothing

//<9177> nothing
<9177> nothing

//<9178> nothing
<9178> nothing

//<9179> ばしゃりと音がしてYuriも現れる.水の流れが速かったので,手を伸ばしてやる.
<9179> Yuri came out of the water with a splash. Since the current was strong, I gave her a hand.

//<9180> bs2_
<9180> bs2_

//<9181> nothing
<9181> nothing

//<9182> nothing
<9182> nothing

//<9183> nothing
<9183> nothing

//<9184> nothing
<9184> nothing

//<9185> nothing
<9185> nothing

//<9186> Otonashi
<9186> Otonashi

//<9187> クソ坊主
<9187> クソ坊主

//<9188> 代理人
<9188> 代理人

//<9189> 微妙すぎるイケメン
<9189> 微妙すぎるイケメン

//<9190> ロリコン
<9190> ロリコン

//<9191> メガネ仲間
<9191> メガネ仲間

//<9192> 暗算日本記録保持者
<9192> 暗算日本記録保持者

//<9193> 通り魔
<9193> 通り魔

//<9194> 記憶ナシ男
<9194> 記憶ナシ男

//<9195> 音速
<9195> 音速

//<9196> 無限
<9196> 無限

//<9197> エロ侍
<9197> エロ侍

//<9198> エロエロ団ナンバー１
<9198> エロエロ団ナンバー１

//<9199> ただのエロ少年
<9199> ただのエロ少年

//<9200> ユリブサイク
<9200> ユリブサイク

//<9201> ドピュッシー
<9201> ドピュッシー

//<9202> アメリカンエロドッグ
<9202> アメリカンエロドッグ

//<9203> ゼウス
<9203> ゼウス

//<9204> HinatamarkⅡ
<9204> HinatamarkⅡ

//<9205> 糞虫
<9205> 糞虫

//<9206> 量産型Hinata
<9206> 量産型Hinata

//<9207> ？？
<9207> ？？

//<9208> 「ほら」
<9208> 「Here.」

//<9209> nothing
<9209> nothing

//<9210> nothing
<9210> nothing

//<9211> nothing
<9211> nothing

//<9212> nothing
<9212> nothing

//<9213> nothing
<9213> nothing

//<9214> Yuri
<9214> Yuri

//<9215> 女生徒
<9215> 女生徒

//<9216> ？？
<9216> ？？

//<9217> 「ありがと」
<9217> 「Thanks.」

//<9218> その体を引き上げた.
<9218> I pulled her body up.

//<9219> Shiina
<9219> Shiina

//<9220> 「Yuriっ,こっちだっ」
<9220> 「Yuri, it's here.」

//<9221> nothing
<9221> nothing

//<9222> nothing
<9222> nothing

//<9223> nothing
<9223> nothing

//<9224> nothing
<9224> nothing

//<9225> nothing
<9225> nothing

//<9226> Shiinaがすでに先へと進んでいた.
<9226> Shiina was already ahead of us.

//<9227> bs2_
<9227> bs2_

//<9228> nothing
<9228> nothing

//<9229> nothing
<9229> nothing

//<9230> nothing
<9230> nothing

//<9231> nothing
<9231> nothing

//<9232> nothing
<9232> nothing

//<9233> そこへ,場違いな音が聞こえてくる.
<9233> Suddenly, an extremely out-of-place sound came out of nowhere.

//<9234> se_dogtoy_loop
<9234> se_dogtoy_loop

//<9235> キャンキャンと子犬が鳴くようなVoice.
<9235> It was a cute bark.

//<9236> 音のほうを見ると,子犬のぬいぐるみが川上から流れてきた.
<9236> When I looked at the direction of the sound, a puppy doll was riding the current of the river.

//<9237> Otonashi
<9237> Otonashi

//<9238> クソ坊主
<9238> クソ坊主

//<9239> 代理人
<9239> 代理人

//<9240> 微妙すぎるイケメン
<9240> 微妙すぎるイケメン

//<9241> ロリコン
<9241> ロリコン

//<9242> メガネ仲間
<9242> メガネ仲間

//<9243> 暗算日本記録保持者
<9243> 暗算日本記録保持者

//<9244> 通り魔
<9244> 通り魔

//<9245> 記憶ナシ男
<9245> 記憶ナシ男

//<9246> 音速
<9246> 音速

//<9247> 無限
<9247> 無限

//<9248> エロ侍
<9248> エロ侍

//<9249> エロエロ団ナンバー１
<9249> エロエロ団ナンバー１

//<9250> ただのエロ少年
<9250> ただのエロ少年

//<9251> ユリブサイク
<9251> ユリブサイク

//<9252> ドピュッシー
<9252> ドピュッシー

//<9253> アメリカンエロドッグ
<9253> アメリカンエロドッグ

//<9254> ゼウス
<9254> ゼウス

//<9255> HinatamarkⅡ
<9255> HinatamarkⅡ

//<9256> 糞虫
<9256> 糞虫

//<9257> 量産型Hinata
<9257> 量産型Hinata

//<9258> ？？
<9258> ？？

//<9259> 「ん?　なんであんなものが…」
<9259> 「Huh? Why is something like that…」

//<9260> se_shiina
<9260> se_shiina

//<9261> Shiina
<9261> Shiina

//<9262> 「は!?　子犬が溺れているぅーーーー!」
<9262> 「Huh!? The puppy is going to drown!!!!!」

//<9263> nothing
<9263> nothing

//<9264> nothing
<9264> nothing

//<9265> nothing
<9265> nothing

//<9266> nothing
<9266> nothing

//<9267> nothing
<9267> nothing

//<9268> Yuri
<9268> Yuri

//<9269> 女生徒
<9269> 女生徒

//<9270> ？？
<9270> ？？

