// Newline command format: {0000} (newline type)
// 0d = append
// 0e = new page
// anything else is unknown

//<0000> _sys_macro_day
<0000> _sys_macro_day
<5545> 記憶ナシ男

//<5546> 音速
<5546> 音速

//<5547> 無限
<5547> 無限

//<5548> Horny Samurai
<5548> Horny Samurai

//<5549> Super Horny Squad Member 1
<5549> Super Horny Squad Member 1

//<5550> Horny Boy
<5550> Horny Boy

//<5551> ユリブサイク
<5551> ユリブサイク

//<5552> ドピュッシー
<5552> ドピュッシー

//<5553> アメリカンエロドッグ
<5553> アメリカンエロドッグ

//<5554> ゼウス
<5554> ゼウス

//<5555> HinatamarkⅡ
<5555> HinatamarkⅡ

//<5556> 糞虫
<5556> 糞虫

//<5557> 量産型Hinata
<5557> 量産型Hinata

//<5558> ？？
<5558> ？？

//<5559> 「ま…ま…マジかよ…」
<5559> 「A… Are… Are you serious…?」

//<5560> 手とVoiceが同時に震える…
<5560> My hand and my voice were trembling at the same time…

//<5561> nothing
<5561> nothing

//<5562> nothing
<5562> nothing

//<5563> nothing
<5563> nothing

//<5564> nothing
<5564> nothing

//<5565> nothing
<5565> nothing

//<5566> Hinata
<5566> Hinata

//<5567> 男Ｂ
<5567> 男Ｂ

//<5568> Super Horny Squad Leader
<5568> Super Horny Squad Leader

//<5569> イケチン
<5569> イケチン

//<5570> ホモ太
<5570> ホモ太

//<5571> ひなチン
<5571> ひなチン

//<5572> 秀樹
<5572> 秀樹

//<5573> 男子生徒
<5573> 男子生徒

//<5574> ？？
<5574> ？？

//<5575> 「ああ。これぐらいのことなら出来る。別のパンツと差し替えさせたから,バレることもない」
<5575> 「Yeah. This much is nothing to me. I replaced it with an another one, so we won't get found out.」

//<5576> nothing
<5576> nothing

//<5577> nothing
<5577> nothing

//<5578> nothing
<5578> nothing

//<5579> nothing
<5579> nothing

//<5580> nothing
<5580> nothing

//<5581> Hinata
<5581> Hinata

//<5582> 男Ｂ
<5582> 男Ｂ

//<5583> Super Horny Squad Leader
<5583> Super Horny Squad Leader

//<5584> イケチン
<5584> イケチン

//<5585> ホモ太
<5585> ホモ太

//<5586> ひなチン
<5586> ひなチン

//<5587> 秀樹
<5587> 秀樹

//<5588> 男子生徒
<5588> 男子生徒

//<5589> ？？
<5589> ？？

//<5590> 「でも,今回が最初で最後だからな…」
<5590> 「But this is my first and last time doing this…」

//<5591> nothing
<5591> nothing

//<5592> nothing
<5592> nothing

//<5593> nothing
<5593> nothing

//<5594> nothing
<5594> nothing

//<5595> nothing
<5595> nothing

//<5596> Hinata
<5596> Hinata

//<5597> 男Ｂ
<5597> 男Ｂ

//<5598> Super Horny Squad Leader
<5598> Super Horny Squad Leader

//<5599> イケチン
<5599> イケチン

//<5600> ホモ太
<5600> ホモ太

//<5601> ひなチン
<5601> ひなチン

//<5602> 秀樹
<5602> 秀樹

//<5603> 男子生徒
<5603> 男子生徒

//<5604> ？？
<5604> ？？

//<5605> 「じゃあ,俺は風呂に行く。２０分ぐらいで戻ってくるだろう。その間,好きにしな。Yurippeを飽きるぐらいにな」
<5605> 「Now, I'll be going to the bath. It'll take about 20 minutes. During that time, do whatever you want with that until you get fed up with Yuri.」

//<5606> ああ,ありがとう
<5606> Yeah, thanks

//<5607> いや,受け取れない
<5607> No, I can't accept this

//<5608> selbtn : 
<5608> selbtn : 

//<5609> Otonashi
<5609> Otonashi

//<5610> クソ坊主
<5610> クソ坊主

//<5611> 代理人
<5611> 代理人

//<5612> 微妙すぎるイケメン
<5612> 微妙すぎるイケメン

//<5613> ロリコン
<5613> ロリコン

//<5614> メガネ仲間
<5614> メガネ仲間

//<5615> 暗算日本記録保持者
<5615> 暗算日本記録保持者

//<5616> 通り魔
<5616> 通り魔

//<5617> 記憶ナシ男
<5617> 記憶ナシ男

//<5618> 音速
<5618> 音速

//<5619> 無限
<5619> 無限

//<5620> Horny Samurai
<5620> Horny Samurai

//<5621> Super Horny Squad Member 1
<5621> Super Horny Squad Member 1

//<5622> Horny Boy
<5622> Horny Boy

//<5623> ユリブサイク
<5623> ユリブサイク

//<5624> ドピュッシー
<5624> ドピュッシー

//<5625> アメリカンエロドッグ
<5625> アメリカンエロドッグ

//<5626> ゼウス
<5626> ゼウス

//<5627> HinatamarkⅡ
<5627> HinatamarkⅡ

//<5628> 糞虫
<5628> 糞虫

//<5629> 量産型Hinata
<5629> 量産型Hinata

//<5630> ？？
<5630> ？？

//<5631> 「あ,あ,ああ…ああああ,あああありがとう…!」
<5631> 「Y-y-yeah… T-t-t-thanks…!」

//<5632> どもりまくった!!
<5632> I'm stuttering too much!!

//<5633> nothing
<5633> nothing

//<5634> nothing
<5634> nothing

//<5635> nothing
<5635> nothing

//<5636> nothing
<5636> nothing

//<5637> nothing
<5637> nothing

//<5638> Hinata
<5638> Hinata

//<5639> 男Ｂ
<5639> 男Ｂ

//<5640> Super Horny Squad Leader
<5640> Super Horny Squad Leader

//<5641> イケチン
<5641> イケチン

//<5642> ホモ太
<5642> ホモ太

//<5643> ひなチン
<5643> ひなチン

//<5644> 秀樹
<5644> 秀樹

//<5645> 男子生徒
<5645> 男子生徒

//<5646> ？？
<5646> ？？

//<5647> 「ゆっくり入ってくるからな」
<5647> 「I'll go and take a long bath, so have fun.」

//<5648> Otonashi
<5648> Otonashi

//<5649> クソ坊主
<5649> クソ坊主

//<5650> 代理人
<5650> 代理人

//<5651> 微妙すぎるイケメン
<5651> 微妙すぎるイケメン

//<5652> ロリコン
<5652> ロリコン

//<5653> メガネ仲間
<5653> メガネ仲間

//<5654> 暗算日本記録保持者
<5654> 暗算日本記録保持者

//<5655> 通り魔
<5655> 通り魔

//<5656> 記憶ナシ男
<5656> 記憶ナシ男

//<5657> 音速
<5657> 音速

//<5658> 無限
<5658> 無限

//<5659> Horny Samurai
<5659> Horny Samurai

//<5660> Super Horny Squad Member 1
<5660> Super Horny Squad Member 1

//<5661> Horny Boy
<5661> Horny Boy

//<5662> ユリブサイク
<5662> ユリブサイク

//<5663> ドピュッシー
<5663> ドピュッシー

//<5664> アメリカンエロドッグ
<5664> アメリカンエロドッグ

//<5665> ゼウス
<5665> ゼウス

//<5666> HinatamarkⅡ
<5666> HinatamarkⅡ

//<5667> 糞虫
<5667> 糞虫

//<5668> 量産型Hinata
<5668> 量産型Hinata

//<5669> ？？
<5669> ？？

//<5670> 「ああ…」
<5670> 「Thanks…」

//<5671> nothing
<5671> nothing

//<5672> nothing
<5672> nothing

//<5673> nothing
<5673> nothing

//<5674> nothing
<5674> nothing

//<5675> nothing
<5675> nothing

//<5676> Hinata
<5676> Hinata

//<5677> 男Ｂ
<5677> 男Ｂ

//<5678> Super Horny Squad Leader
<5678> Super Horny Squad Leader

//<5679> イケチン
<5679> イケチン

//<5680> ホモ太
<5680> ホモ太

//<5681> ひなチン
<5681> ひなチン

//<5682> 秀樹
<5682> 秀樹

//<5683> 男子生徒
<5683> 男子生徒

//<5684> ？？
<5684> ？？

//<5685> 「俺はゆっくり入ってくるからな」
<5685> 「I'll go and take a long bath, so have fun.」

//<5686> Otonashi
<5686> Otonashi

//<5687> クソ坊主
<5687> クソ坊主

//<5688> 代理人
<5688> 代理人

//<5689> 微妙すぎるイケメン
<5689> 微妙すぎるイケメン

//<5690> ロリコン
<5690> ロリコン

//<5691> メガネ仲間
<5691> メガネ仲間

//<5692> 暗算日本記録保持者
<5692> 暗算日本記録保持者

//<5693> 通り魔
<5693> 通り魔

//<5694> 記憶ナシ男
<5694> 記憶ナシ男

//<5695> 音速
<5695> 音速

//<5696> 無限
<5696> 無限

//<5697> Horny Samurai
<5697> Horny Samurai

//<5698> Super Horny Squad Member 1
<5698> Super Horny Squad Member 1

//<5699> Horny Boy
<5699> Horny Boy

//<5700> ユリブサイク
<5700> ユリブサイク

//<5701> ドピュッシー
<5701> ドピュッシー

//<5702> アメリカンエロドッグ
<5702> アメリカンエロドッグ

//<5703> ゼウス
<5703> ゼウス

//<5704> HinatamarkⅡ
<5704> HinatamarkⅡ

//<5705> 糞虫
<5705> 糞虫

//<5706> 量産型Hinata
<5706> 量産型Hinata

//<5707> ？？
<5707> ？？

//<5708> 「いや,これはさすがに受け取れない!!」
<5708> 「No, I just can't accept this!!」

//<5709> nothing
<5709> nothing

//<5710> nothing
<5710> nothing

//<5711> nothing
<5711> nothing

//<5712> nothing
<5712> nothing

//<5713> nothing
<5713> nothing

//<5714> Hinata
<5714> Hinata

//<5715> 男Ｂ
<5715> 男Ｂ

//<5716> Super Horny Squad Leader
<5716> Super Horny Squad Leader

//<5717> イケチン
<5717> イケチン

//<5718> ホモ太
<5718> ホモ太

//<5719> ひなチン
<5719> ひなチン

//<5720> 秀樹
<5720> 秀樹

//<5721> 男子生徒
<5721> 男子生徒

//<5722> ？？
<5722> ？？

//<5723> 「…え?」
<5723> 「…Huh?」

//<5724> Otonashi
<5724> Otonashi

//<5725> クソ坊主
<5725> クソ坊主

//<5726> 代理人
<5726> 代理人

//<5727> 微妙すぎるイケメン
<5727> 微妙すぎるイケメン

//<5728> ロリコン
<5728> ロリコン

//<5729> メガネ仲間
<5729> メガネ仲間

//<5730> 暗算日本記録保持者
<5730> 暗算日本記録保持者

//<5731> 通り魔
<5731> 通り魔

//<5732> 記憶ナシ男
<5732> 記憶ナシ男

//<5733> 音速
<5733> 音速

//<5734> 無限
<5734> 無限

//<5735> Horny Samurai
<5735> Horny Samurai

//<5736> Super Horny Squad Member 1
<5736> Super Horny Squad Member 1

//<5737> Horny Boy
<5737> Horny Boy

//<5738> ユリブサイク
<5738> ユリブサイク

//<5739> ドピュッシー
<5739> ドピュッシー

//<5740> アメリカンエロドッグ
<5740> アメリカンエロドッグ

//<5741> ゼウス
<5741> ゼウス

//<5742> HinatamarkⅡ
<5742> HinatamarkⅡ

//<5743> 糞虫
<5743> 糞虫

//<5744> 量産型Hinata
<5744> 量産型Hinata

//<5745> ？？
<5745> ？？

//<5746> 「これでアレやコレやしてしまったら,ただの変態になっちまう!!」
<5746> 「If I do this and that with this, I'll be nothing more than a pervert!!」

//<5747> nothing
<5747> nothing

//<5748> nothing
<5748> nothing

//<5749> nothing
<5749> nothing

//<5750> nothing
<5750> nothing

//<5751> nothing
<5751> nothing

//<5752> Hinata
<5752> Hinata

//<5753> 男Ｂ
<5753> 男Ｂ

//<5754> Super Horny Squad Leader
<5754> Super Horny Squad Leader

//<5755> イケチン
<5755> イケチン

//<5756> ホモ太
<5756> ホモ太

//<5757> ひなチン
<5757> ひなチン

//<5758> 秀樹
<5758> 秀樹

//<5759> 男子生徒
<5759> 男子生徒

//<5760> ？？
<5760> ？？

//<5761> 「でも,そうしなきゃ,お前はYurippeを見るたび鼻血ブーなんだろ?」
<5761> 「But, if you don't do this, you'll get a nosebleed everytime you look at Yurippe.」

//<5762> Otonashi
<5762> Otonashi

//<5763> クソ坊主
<5763> クソ坊主

//<5764> 代理人
<5764> 代理人

//<5765> 微妙すぎるイケメン
<5765> 微妙すぎるイケメン

//<5766> ロリコン
<5766> ロリコン

//<5767> メガネ仲間
<5767> メガネ仲間

//<5768> 暗算日本記録保持者
<5768> 暗算日本記録保持者

//<5769> 通り魔
<5769> 通り魔

//<5770> 記憶ナシ男
<5770> 記憶ナシ男

//<5771> 音速
<5771> 音速

//<5772> 無限
<5772> 無限

//<5773> Horny Samurai
<5773> Horny Samurai

//<5774> Super Horny Squad Member 1
<5774> Super Horny Squad Member 1

//<5775> Horny Boy
<5775> Horny Boy

//<5776> ユリブサイク
<5776> ユリブサイク

//<5777> ドピュッシー
<5777> ドピュッシー

//<5778> アメリカンエロドッグ
<5778> アメリカンエロドッグ

//<5779> ゼウス
<5779> ゼウス

//<5780> HinatamarkⅡ
<5780> HinatamarkⅡ

//<5781> 糞虫
<5781> 糞虫

//<5782> 量産型Hinata
<5782> 量産型Hinata

//<5783> ？？
<5783> ？？

//<5784> 「それとこれとは話が違う!!」
<5784> 「That's a completely unrelated story!!」

//<5785> nothing
<5785> nothing

//<5786> nothing
<5786> nothing

//<5787> nothing
<5787> nothing

//<5788> nothing
<5788> nothing

//<5789> nothing
<5789> nothing

//<5790> Hinata
<5790> Hinata

//<5791> 男Ｂ
<5791> 男Ｂ

//<5792> Super Horny Squad Leader
<5792> Super Horny Squad Leader

//<5793> イケチン
<5793> イケチン

//<5794> ホモ太
<5794> ホモ太

//<5795> ひなチン
<5795> ひなチン

//<5796> 秀樹
<5796> 秀樹

//<5797> 男子生徒
<5797> 男子生徒

//<5798> ？？
<5798> ？？

//<5799> 「え?　一緒じゃねーか?」
<5799> 「Huh? Wasn't it related?」

//<5800> Otonashi
<5800> Otonashi

//<5801> クソ坊主
<5801> クソ坊主

//<5802> 代理人
<5802> 代理人

//<5803> 微妙すぎるイケメン
<5803> 微妙すぎるイケメン

//<5804> ロリコン
<5804> ロリコン

//<5805> メガネ仲間
<5805> メガネ仲間

//<5806> 暗算日本記録保持者
<5806> 暗算日本記録保持者

//<5807> 通り魔
<5807> 通り魔

//<5808> 記憶ナシ男
<5808> 記憶ナシ男

//<5809> 音速
<5809> 音速

//<5810> 無限
<5810> 無限

//<5811> Horny Samurai
<5811> Horny Samurai

//<5812> Super Horny Squad Member 1
<5812> Super Horny Squad Member 1

//<5813> Horny Boy
<5813> Horny Boy

//<5814> ユリブサイク
<5814> ユリブサイク

//<5815> ドピュッシー
<5815> ドピュッシー

//<5816> アメリカンエロドッグ
<5816> アメリカンエロドッグ

//<5817> ゼウス
<5817> ゼウス

//<5818> HinatamarkⅡ
<5818> HinatamarkⅡ

//<5819> 糞虫
<5819> 糞虫

//<5820> 量産型Hinata
<5820> 量産型Hinata

//<5821> ？？
<5821> ？？

//<5822> 「とにかく,これは返す!!」
<5822> 「Anyway, I'm not taking this!!」

//<5823> nothing
<5823> nothing

//<5824> nothing
<5824> nothing

//<5825> nothing
<5825> nothing

//<5826> nothing
<5826> nothing

//<5827> nothing
<5827> nothing

//<5828> nothing
<5828> nothing

//<5829> YuriのパンツをHinataに押しつける。
<5829> I gave back Hinata Yuri's panties.

//<5830> nothing
<5830> nothing

//<5831> nothing
<5831> nothing

//<5832> nothing
<5832> nothing

//<5833> nothing
<5833> nothing

//<5834> nothing
<5834> nothing

//<5835> Hinata
<5835> Hinata

//<5836> 男Ｂ
<5836> 男Ｂ

//<5837> Super Horny Squad Leader
<5837> Super Horny Squad Leader

//<5838> イケチン
<5838> イケチン

//<5839> ホモ太
<5839> ホモ太

//<5840> ひなチン
<5840> ひなチン

//<5841> 秀樹
<5841> 秀樹

//<5842> 男子生徒
<5842> 男子生徒

//<5843> ？？
<5843> ？？

//<5844> 「ちっ,折角レア食券と引き替えに手に入れてやったのに…」
<5844> 「Che, and I exchanged it with a rare meal ticket…」

//<5845> Hinataはそれを乱暴にポケットに突っ込んだ。
<5845> Hinata violently shoved it in his pocket.

//<5846> nothing
<5846> nothing

//<5847> nothing
<5847> nothing

//<5848> nothing
<5848> nothing

//<5849> nothing
<5849> nothing

//<5850> nothing
<5850> nothing

//<5851> Hinata
<5851> Hinata

//<5852> 男Ｂ
<5852> 男Ｂ

//<5853> Super Horny Squad Leader
<5853> Super Horny Squad Leader

//<5854> イケチン
<5854> イケチン

//<5855> ホモ太
<5855> ホモ太

//<5856> ひなチン
<5856> ひなチン

//<5857> 秀樹
<5857> 秀樹

//<5858> 男子生徒
<5858> 男子生徒

//<5859> ？？
<5859> ？？

//<5860> 「だったら,もうYurippeにヘンな気を抱くなよ?」
<5860> 「Then don't do weird things to Yurippe from now on.」

//<5861> Otonashi
<5861> Otonashi

//<5862> クソ坊主
<5862> クソ坊主

//<5863> 代理人
<5863> 代理人

//<5864> 微妙すぎるイケメン
<5864> 微妙すぎるイケメン

//<5865> ロリコン
<5865> ロリコン

//<5866> メガネ仲間
<5866> メガネ仲間

//<5867> 暗算日本記録保持者
<5867> 暗算日本記録保持者

//<5868> 通り魔
<5868> 通り魔

//<5869> 記憶ナシ男
<5869> 記憶ナシ男

//<5870> 音速
<5870> 音速

//<5871> 無限
<5871> 無限

//<5872> Horny Samurai
<5872> Horny Samurai

//<5873> Super Horny Squad Member 1
<5873> Super Horny Squad Member 1

//<5874> Horny Boy
<5874> Horny Boy

//<5875> ユリブサイク
<5875> ユリブサイク

//<5876> ドピュッシー
<5876> ドピュッシー

//<5877> アメリカンエロドッグ
<5877> アメリカンエロドッグ

//<5878> ゼウス
<5878> ゼウス

//<5879> HinatamarkⅡ
<5879> HinatamarkⅡ

//<5880> 糞虫
<5880> 糞虫

//<5881> 量産型Hinata
<5881> 量産型Hinata

//<5882> ？？
<5882> ？？

//<5883> 「ああ…」
<5883> 「Fine…」

//<5884> nothing
<5884> nothing

//<5885> nothing
<5885> nothing

//<5886> nothing
<5886> nothing

//<5887> nothing
<5887> nothing

//<5888> nothing
<5888> nothing

//<5889> Hinata
<5889> Hinata

//<5890> 男Ｂ
<5890> 男Ｂ

//<5891> Super Horny Squad Leader
<5891> Super Horny Squad Leader

//<5892> イケチン
<5892> イケチン

//<5893> ホモ太
<5893> ホモ太

//<5894> ひなチン
<5894> ひなチン

//<5895> 秀樹
<5895> 秀樹

//<5896> 男子生徒
<5896> 男子生徒

//<5897> ？？
<5897> ？？

//<5898> 「ついでに,名前もOtonashiと呼ばせてくれねーか?」
<5898> 「Also, can I just call you Otonashi again?」

//<5899> Otonashi
<5899> Otonashi

//<5900> クソ坊主
<5900> クソ坊主

//<5901> 代理人
<5901> 代理人

//<5902> 微妙すぎるイケメン
<5902> 微妙すぎるイケメン

//<5903> ロリコン
<5903> ロリコン

//<5904> メガネ仲間
<5904> メガネ仲間

//<5905> 暗算日本記録保持者
<5905> 暗算日本記録保持者

//<5906> 通り魔
<5906> 通り魔

//<5907> 記憶ナシ男
<5907> 記憶ナシ男

//<5908> 音速
<5908> 音速

//<5909> 無限
<5909> 無限

//<5910> Horny Samurai
<5910> Horny Samurai

//<5911> Super Horny Squad Member 1
<5911> Super Horny Squad Member 1

//<5912> Horny Boy
<5912> Horny Boy

//<5913> ユリブサイク
<5913> ユリブサイク

//<5914> ドピュッシー
<5914> ドピュッシー

//<5915> アメリカンエロドッグ
<5915> アメリカンエロドッグ

//<5916> ゼウス
<5916> ゼウス

//<5917> HinatamarkⅡ
<5917> HinatamarkⅡ

//<5918> 糞虫
<5918> 糞虫

//<5919> 量産型Hinata
<5919> 量産型Hinata

//<5920> ？？
<5920> ？？

//<5921> 「そうだな,気持ちを入れ替えるいいタイミングだ」
<5921> 「Yeah, it's a great time to change my feelings.」

//<5922> nothing
<5922> nothing

//<5923> nothing
<5923> nothing

//<5924> nothing
<5924> nothing

//<5925> nothing
<5925> nothing

//<5926> nothing
<5926> nothing

//<5927> Hinata
<5927> Hinata

//<5928> 男Ｂ
<5928> 男Ｂ

//<5929> Super Horny Squad Leader
<5929> Super Horny Squad Leader

//<5930> イケチン
<5930> イケチン

//<5931> ホモ太
<5931> ホモ太

//<5932> ひなチン
<5932> ひなチン

//<5933> 秀樹
<5933> 秀樹

//<5934> 男子生徒
<5934> 男子生徒

//<5935> ？？
<5935> ？？

//<5936> 「よっし!　これで気を遣う必要がなくなった!」
<5936> 「Alright! Now I don't have to call you that weird name anymore!」

//<5937> Otonashi
<5937> Otonashi

//<5938> クソ坊主
<5938> クソ坊主

//<5939> 代理人
<5939> 代理人

//<5940> 微妙すぎるイケメン
<5940> 微妙すぎるイケメン

//<5941> ロリコン
<5941> ロリコン

//<5942> メガネ仲間
<5942> メガネ仲間

//<5943> 暗算日本記録保持者
<5943> 暗算日本記録保持者

//<5944> 通り魔
<5944> 通り魔

//<5945> 記憶ナシ男
<5945> 記憶ナシ男

//<5946> 音速
<5946> 音速

//<5947> 無限
<5947> 無限

//<5948> Horny Samurai
<5948> Horny Samurai

//<5949> Super Horny Squad Member 1
<5949> Super Horny Squad Member 1

//<5950> Horny Boy
<5950> Horny Boy

//<5951> ユリブサイク
<5951> ユリブサイク

//<5952> ドピュッシー
<5952> ドピュッシー

//<5953> アメリカンエロドッグ
<5953> アメリカンエロドッグ

//<5954> ゼウス
<5954> ゼウス

//<5955> HinatamarkⅡ
<5955> HinatamarkⅡ

//<5956> 糞虫
<5956> 糞虫

//<5957> 量産型Hinata
<5957> 量産型Hinata

//<5958> ？？
<5958> ？？

//<5959> 「今まですまなかった」
<5959> 「Sorry for all the things I made you do until today.」

//<5960> nothing
<5960> nothing

//<5961> nothing
<5961> nothing

//<5962> nothing
<5962> nothing

//<5963> nothing
<5963> nothing

//<5964> nothing
<5964> nothing

//<5965> nothing
<5965> nothing

//<5966> そう言い残し,Hinataが部屋を去る。
<5966> Leaving those words, Hinata left the room.

//<5967> Otonashi
<5967> Otonashi

//<5968> クソ坊主
<5968> クソ坊主

//<5969> 代理人
<5969> 代理人

//<5970> 微妙すぎるイケメン
<5970> 微妙すぎるイケメン

//<5971> ロリコン
<5971> ロリコン

//<5972> メガネ仲間
<5972> メガネ仲間

//<5973> 暗算日本記録保持者
<5973> 暗算日本記録保持者

//<5974> 通り魔
<5974> 通り魔

//<5975> 記憶ナシ男
<5975> 記憶ナシ男

//<5976> 音速
<5976> 音速

//<5977> 無限
<5977> 無限

//<5978> Horny Samurai
<5978> Horny Samurai

//<5979> Super Horny Squad Member 1
<5979> Super Horny Squad Member 1

//<5980> Horny Boy
<5980> Horny Boy

//<5981> ユリブサイク
<5981> ユリブサイク

//<5982> ドピュッシー
<5982> ドピュッシー

//<5983> アメリカンエロドッグ
<5983> アメリカンエロドッグ

//<5984> ゼウス
<5984> ゼウス

//<5985> HinatamarkⅡ
<5985> HinatamarkⅡ

//<5986> 糞虫
<5986> 糞虫

//<5987> 量産型Hinata
<5987> 量産型Hinata

//<5988> ？？
<5988> ？？

//<5989> (どどどうしよう…)
<5989> (Wh-wh-what should I do…?)

//<5990> こんなものを手にしたのは,生まれて初めてのはずだ。
<5990> It's probably my first time holding something like this in my hand.

//<5991> Otonashi
<5991> Otonashi

//<5992> クソ坊主
<5992> クソ坊主

//<5993> 代理人
<5993> 代理人

//<5994> 微妙すぎるイケメン
<5994> 微妙すぎるイケメン

//<5995> ロリコン
<5995> ロリコン

//<5996> メガネ仲間
<5996> メガネ仲間

//<5997> 暗算日本記録保持者
<5997> 暗算日本記録保持者

//<5998> 通り魔
<5998> 通り魔

//<5999> 記憶ナシ男
<5999> 記憶ナシ男

//<6000> 音速
<6000> 音速

//<6001> 無限
<6001> 無限

//<6002> Horny Samurai
<6002> Horny Samurai

//<6003> Super Horny Squad Member 1
<6003> Super Horny Squad Member 1

//<6004> Horny Boy
<6004> Horny Boy

//<6005> ユリブサイク
<6005> ユリブサイク

//<6006> ドピュッシー
<6006> ドピュッシー

//<6007> アメリカンエロドッグ
<6007> アメリカンエロドッグ

//<6008> ゼウス
<6008> ゼウス

//<6009> HinatamarkⅡ
<6009> HinatamarkⅡ

//<6010> 糞虫
<6010> 糞虫

//<6011> 量産型Hinata
<6011> 量産型Hinata

//<6012> ？？
<6012> ？？

//<6013> (Hinataが戻ってくるまで,好きにしていいって…)
<6013> (Hinata told me to do whatever I want to do with this until he comes back…)

//<6014> Otonashi
<6014> Otonashi

//<6015> クソ坊主
<6015> クソ坊主

//<6016> 代理人
<6016> 代理人

//<6017> 微妙すぎるイケメン
<6017> 微妙すぎるイケメン

//<6018> ロリコン
<6018> ロリコン

//<6019> メガネ仲間
<6019> メガネ仲間

//<6020> 暗算日本記録保持者
<6020> 暗算日本記録保持者

//<6021> 通り魔
<6021> 通り魔

//<6022> 記憶ナシ男
<6022> 記憶ナシ男

//<6023> 音速
<6023> 音速

//<6024> 無限
<6024> 無限

//<6025> Horny Samurai
<6025> Horny Samurai

//<6026> Super Horny Squad Member 1
<6026> Super Horny Squad Member 1

//<6027> Horny Boy
<6027> Horny Boy

//<6028> ユリブサイク
<6028> ユリブサイク

//<6029> ドピュッシー
<6029> ドピュッシー

//<6030> アメリカンエロドッグ
<6030> アメリカンエロドッグ

//<6031> ゼウス
<6031> ゼウス

//<6032> HinatamarkⅡ
<6032> HinatamarkⅡ

//<6033> 糞虫
<6033> 糞虫

//<6034> 量産型Hinata
<6034> 量産型Hinata

//<6035> ？？
<6035> ？？

//<6036> 「ぶふっ!」
<6036> 「Brrrrr!」

//<6037> あまりの興奮に鼻血が出た。
<6037> I was too aroused, that a nosebleed started.

//<6038> 慌ててティッシュで鼻を詰める。
<6038> I quickly blocked my nose with a tissue.

//<6039> 改めて,Yuriのパンツと対峙する。
<6039> And I took Yuri's panties again.

//<6040> これを使って,なんでもし放題…
<6040> I can do whatever I want with this…

//<6041> Otonashi
<6041> Otonashi

//<6042> クソ坊主
<6042> クソ坊主

//<6043> 代理人
<6043> 代理人

//<6044> 微妙すぎるイケメン
<6044> 微妙すぎるイケメン

//<6045> ロリコン
<6045> ロリコン

//<6046> メガネ仲間
<6046> メガネ仲間

//<6047> 暗算日本記録保持者
<6047> 暗算日本記録保持者

//<6048> 通り魔
<6048> 通り魔

//<6049> 記憶ナシ男
<6049> 記憶ナシ男

//<6050> 音速
<6050> 音速

//<6051> 無限
<6051> 無限

//<6052> Horny Samurai
<6052> Horny Samurai

//<6053> Super Horny Squad Member 1
<6053> Super Horny Squad Member 1

//<6054> Horny Boy
<6054> Horny Boy

//<6055> ユリブサイク
<6055> ユリブサイク

//<6056> ドピュッシー
<6056> ドピュッシー

//<6057> アメリカンエロドッグ
<6057> アメリカンエロドッグ

//<6058> ゼウス
<6058> ゼウス

//<6059> HinatamarkⅡ
<6059> HinatamarkⅡ

//<6060> 糞虫
<6060> 糞虫

//<6061> 量産型Hinata
<6061> 量産型Hinata

//<6062> ？？
<6062> ？？

//<6063> 「ぶほふっ!」
<6063> 「Buhargh!」

//<6064> ティッシュごと鼻血が舞った。
<6064> My nosebleed blasted away the tissues.

//<6065> 入念に詰め直す。
<6065> I blocked it again.

//<6066> Otonashi
<6066> Otonashi

//<6067> クソ坊主
<6067> クソ坊主

//<6068> 代理人
<6068> 代理人

//<6069> 微妙すぎるイケメン
<6069> 微妙すぎるイケメン

//<6070> ロリコン
<6070> ロリコン

//<6071> メガネ仲間
<6071> メガネ仲間

//<6072> 暗算日本記録保持者
<6072> 暗算日本記録保持者

//<6073> 通り魔
<6073> 通り魔

//<6074> 記憶ナシ男
<6074> 記憶ナシ男

//<6075> 音速
<6075> 音速

//<6076> 無限
<6076> 無限

//<6077> Horny Samurai
<6077> Horny Samurai

//<6078> Super Horny Squad Member 1
<6078> Super Horny Squad Member 1

//<6079> Horny Boy
<6079> Horny Boy

//<6080> ユリブサイク
<6080> ユリブサイク

//<6081> ドピュッシー
<6081> ドピュッシー

//<6082> アメリカンエロドッグ
<6082> アメリカンエロドッグ

//<6083> ゼウス
<6083> ゼウス

